main,key,origin_code,code_nm,type,size,gap_size,mean,median,min,max,stdev
,6000403002O0,6000403002,자본금회전율(회),rate,,,29.11173748,13.42,0,6064.11,113.3829797
,6000901001J1,6000901001,총자산(천원)_증감,rate,,,8.477132086,3.886717494,-96.21001466,1720.861105,42.78895097
M072,6000205001O0,6000205001,총자산증가율(전년동기)(%),rate,,,8.477143981,3.885,-96.21,1720.86,42.78895724
,6000307007O0,6000307007,자기자본현금흐름률(%),rate,,,5.707066807,10.26,-1523.34,1201.18,46.11820866
,P6000204001O0,P6000204001,영업이익증가율(전년동기)(%),rate,,,44.99665579,6.74,-98.51,9064.64,300.8869893
M036,6000901002D2,6000901002,유동자산/유동부채(천원),rate,,,2.568743416,1.56616612,0.040849003,426.8771529,6.12885996
,3001111005J0,3001111005,순운전자본회전율(회)_증감,rate,,,0.430170469,0,-124.06,95.76,10.08227459
,6000204003O0,6000204003,영업이익증가율(3년평균)(%),rate,,,9.261500856,1.82,-100,1467.89,52.54510188
,6000205032O0,6000205032,총자본증가율(3년평균)(%),rate,,,8.244873117,5.965,-86.91,1076.61,23.04323054
M091,6000906020D4,6000906020,이자비용/매출액(천원),rate,,,0.017297882,0.007379363,-0.003396527,2.167903978,0.046091394
,S41000210FO0,S41000210F,수익률 (12개월)(%),rate,,,15.34503147,2.175,-95.07,1960,65.17020978
,S41B0M5004O0,S41B0M5004,"알파 (M,5Yr)",rate,,,0.000753186,0.00193,-0.10759,0.12769,0.015981892
,6000201003O0,6000201003,매출액증가율(3년평균)(%),rate,,,5.151564385,3.18,-100,571.37,23.25435173
,P6000208019O0,P6000208019,CFPS증가율(전년동기)(%),rate,,,40.65529838,1.08,-95.64,4291.13,211.961864
,BKBB012,BB012,신용위험_대기업_증감,rate,,Y,-0.185368476,3.12,-13.33,10.83,8.940258599
,6000208015O0,6000208015,EBITDAPS증가율(3년평균)(%),rate,,,4.691444353,1.4,-100,494.58,34.45851889
,6000208003O0,6000208003,EPS증가율(3년평균)(%),rate,,,7.967631982,0.32,-94.6,816.51,51.41062095
M110,ETFXHKD,FXHKD,주요국환율증감_홍콩(%),rate,,Y,-0.179939212,3.055353482,-12.03876019,6.711362032,6.806586634
,6000706025O0,6000706025,"배당률(보통주,현금+주식)(%)",rate,,,23.88502229,6,0,2000,87.06633923
,6000211005O0,6000211005,당기순이익증가율(3년평균)(%),rate,,,11.617535,2.19,-89.54,992.07,58.30912928
,6000103004O0,6000103004,유보율(%),rate,,,1650.877999,866.42,0.02,127798.64,4022.129084
,EN2716011J,2716011J,노동생산성지수_증감,rate,,Y,-0.085077367,-1.4,-3.6,3.4,2.993544979
,P6000208001O0,P6000208001,EPS증가율(전년동기)(%),rate,,,127.2794055,3.46,-95.2,11086.31,949.8205558
,P6000205014O0,P6000205014,유형자산증가율(전년동기)(%),rate,,,19.56106609,6.62,-95.65,1554.58,113.6501886
,P6000208027O0,P6000208027,BPS증가율(전년동기)(%),rate,,,11.32410176,3.59,-95.62,919.13,75.91107501
,6000105010O0,6000105010,현금흐름/총자본(%),rate,,,4.942656209,9.61,-1523.34,431.73,43.70824296
,S41B0M3004O0,S41B0M3004,"알파 (M,3Yr)",rate,,,0.001191261,0.001415,-0.11912,0.12769,0.019752585
,P6000206006O0,P6000206006,총차입부채증가율(전년동기)(%),rate,,,15.41060451,3.21,-96.74,1190.84,102.5011213
,6000105003O0,6000105003,현금흐름/총자산(%),rate,,,3.953355625,5.355,-311.25,259.34,14.09243695
,P6000206001O0,P6000206001,총부채증가율(전년동기)(%),rate,,,14.28030947,4.13,-93.8,1007.36,77.50427022
,6000204048O0,6000204048,EBITDA증가율(3년평균)(%),rate,,,7.648806265,3.37,-100,520.49,36.51447992
,P6000208023O0,P6000208023,SPS증가율(전년동기)(%),rate,,,5.546964333,-0.14,-95.96,427.59,44.45262945
,6000306015O0,6000306015,"ROA(당기순이익,3년평균)(%)",rate,,,1.149181747,2.49,-120.86,89.16,9.840045276
,P6000203022O0,P6000203022,당기순이익증가율(전년동기)(%),rate,,,141.9444986,10.37,-97.64,9686.48,874.4723755
M061,S41000660FD1,S41000660F,거래량/주식수,rate,,,0.014972367,0.0075941,0,0.822512885,0.026355612
M074,6000902001D2,6000902001,시장부채비율,rate,,,0.809200864,0.532960025,0.001305914,44.10904216,1.403618741
,P6000201009O0,P6000201009,영업수익증가율(전년동기)(%),rate,,,11.76576056,5.43,-89.82,635.88,52.23982311
,P6000201001O0,P6000201001,매출액증가율(전년동기)(%),rate,,,11.77278652,5.43,-89.82,635.88,52.24861424
M126,S430000600D2,S430000600,산업대비규모비율,rate,,,3.378217331,0.585328193,0.001782567,166.4204193,10.04781258
,BK102Y0462,102Y0462,경제활동별디플레이터_증감,rate,,,0.180673405,0.017650292,-5.607,10.536,1.119255504
,S41B0D1008O0,S41B0D1008,"수익률평균 (D,1Yr)(%)",rate,,,0.000181996,0.0001,-0.0122,0.0122,0.001725711
,6000312005O0,6000312005,"ROE(영업이익,3년평균)(%)",rate,,,5.374100644,6.88,-573.99,256.34,19.51043951
,6000205031O0,6000205031,총부채증가율(3년평균)(%),rate,,,6.58683058,2.94,-73.03,298.25,24.77074354
,P6000204003O0,P6000204003,영업이익증가율(3년평균)(%),rate,,,11.79120406,5.97,-84.83,530.79,45.42305318
M007,6000909001D1,6000909001,영업활동으로인한현금흐름/유동부채(천원),rate,,,0.222569721,0.15955284,-26.06887276,8.563032161,0.705452652
,6000105001O0,6000105001,현금흐름/총부채(%),rate,,,17.24525964,12.495,-850.51,649.5,50.69934802
M082,6000902003D1,6000902003,유동부채/유동자산(천원),rate,,,0.778047506,0.638501873,0.002342594,24.48040153,0.749674097
M069,6000403001O0,6000403001,총자본회전율(회),rate,,,2.033684419,1.49,0,63.65,2.128413622
,6000901074J1,6000901074,교환사채(천원)_증감,rate,,,-0.573666893,0,-100,6.830746476,7.46778574
,6000205030O0,6000205030,총자산증가율(3년평균)(%),rate,,,6.978817204,4.865,-65.46,232.48,16.73003825
,P6000205001O0,P6000205001,총자산증가율(전년동기)(%),rate,,,14.93598348,6.95,-91.87,565.16,60.00295184
M050,6000906001D5,6000906001,영업이익변동성/총자산(천원),rate,,,0.028729265,0.017420105,5.07393E-05,0.839728609,0.038064303
,P6000208003O0,P6000208003,EPS증가율(3년평균)(%),rate,,,6.13418324,-3.25,-70.24,294.59,47.34307432
M001,6000903001D1,6000903001,총자본/총부채(천원),rate,,,2.4526652,1.349919628,-0.548594288,64.52363184,3.334023032
M019,6000904001D4,6000904001,매출액/총부채(천원),rate,,,2.710768445,2.151167138,0,64.88715323,2.235323671
,P6000201008O0,P6000201008,매출총이익증가율(전년동기)(%),rate,,,17.14441227,7.74,-93.55,537.83,62.31657405
M028,6000903016D1,6000903016,이익잉여금/총자산(천원),rate,,,0.203695465,0.273870173,-7.623632056,4.966911019,0.523547985
,P6000208004O0,P6000208004,EPS증가율(5년평균)(%),rate,,,6.126242948,-1.505,-46.62,192.17,30.6997534
,S41B0M5008O0,S41B0M5008,"수익률평균 (M,5Yr)(%)",rate,,,0.005110268,0.0059,-0.1032,0.1296,0.015899525
M015,6000902012D1,6000902012,*순차입부채/총자산(천원),rate,,,0.033883955,0.057721986,-0.957184247,1.383299992,0.290276881
,S41B0M3008O0,S41B0M3008,"수익률평균 (M,3Yr)(%)",rate,,,0.004766391,0.0049,-0.119,0.1296,0.019600114
,6000402001O0,6000402001,총부채회전율(회),rate,,,2.685399948,2.17,0,41.03,2.050703762
,6000312004O0,6000312004,"ROA(영업이익,3년평균)(%)",rate,,,3.565765801,3.66,-74.66,65.24,7.161453038
,P6000102007O0,P6000102007,차입금비율(%),rate,,,51.17603068,42.35,0.97,753,43.19701456
,P6000211005O0,P6000211005,당기순이익증가율(3년평균)(%),rate,,,12.80061058,3.5,-65.59,292.98,50.6437423
,I31000200FO0,I31000200F,수익률 (2년)(%),rate,,,12.64874771,5.52,-67.02,244.77,36.7147503
M048,6000906001D4,6000906001,영업이익/총자산(천원),rate,,,0.027881329,0.034756285,-1.188966358,0.5566134,0.088575074
,P6000204004O0,P6000204004,영업이익증가율(5년평균)(%),rate,,,8.934525547,6.09,-76.11,156.56,24.82928342
,P6000205031O0,P6000205031,총부채증가율(3년평균)(%),rate,,,7.856900079,5.41,-65.81,135.07,22.33748999
,P6000102001O0,P6000102001,부채비율(%),rate,,,101.5959336,83.4,9.9,1054.57,68.42286013
,I31000195FO0,I31000195F,수익률 (YTD)(%),rate,,,7.534918699,0.89,-51.14,139,25.9859784
,S41B0D1006O0,S41B0D1006,"R-Square (D,1Yr)",rate,,,0.092535877,0.0713,0,1,0.085528435
,I31000190FO0,I31000190F,수익률 (12개월)(%),rate,,,7.661949908,0.3,-51.14,139,26.00072913
,I31000205FO0,I31000205F,수익률 (3년)(%),rate,,,17.43155389,7.535,-73.71,280.11,47.43317276
,BKMKBOK022,MKBOK022,수출총액(중국)_증감(%),rate,,Y,-3.151414697,-6.375747349,-17.1888827,11.42846236,12.06429191
,P6000102011O0,P6000102011,차입부채/영업수익(%),rate,,,31.78725413,28.2,1.49,305.2,18.81997837
M110,ETFXCNY,FXCNY,주요국환율증감_중국(%),rate,,Y,-1.041482781,1.394155049,-5.546577398,2.115264974,3.291966768
,S410001300O0,S410001300,외국인보유비중(티커)(%),rate,,,7.350204732,2.339726,0,89.73289996,11.83740123
M117,EN1143012J,1143012J,원자재_철수입_증감(%),rate,,Y,-4.752018035,-12.91666667,-26.25,34.74576271,23.0009812
,P6000211006O0,P6000211006,당기순이익증가율(5년평균)(%),rate,,,9.789329619,4.39,-55.29,166.36,31.95540586
,P6000706025O0,P6000706025,"배당률(보통주,현금+주식)(%)",rate,,,19.03716103,12.06,0,217.11,28.06098983
,EN1081011J,1081011J,일반회사채발행규모_증감(%),rate,,Y,-6.532049774,-2.380952381,-41.46341463,33.33333333,26.1517213
,I31000210FO0,I31000210F,수익률 (5년)(%),rate,,,42.14537634,20.28,-83.34,517.45,78.39076361
,BKMKBOK042,MKBOK042,수출총액(한국)_증감액,rate,,Y,-0.563661159,-1.2,-3.575,3.5075,2.404708821
,P6000201003O0,P6000201003,매출액증가율(3년평균)(%),rate,,,7.412010228,6.3,-61.82,109.94,20.75509246
,P6000305001O0,P6000305001,지배주주순이익률(%),rate,,,4.401034618,3.49,-9.22,43.88,5.406615293
,P6000201005O0,P6000201005,매출액증가율(5년평균)(%),rate,,,7.234994755,7.06,-58.13,90.9,15.2318743
,P6000101003O0,P6000101003,당좌비율(%),rate,,,121.0343404,110.01,0,909.2,53.02458088
,P6000304003O0,P6000304003,당기순이익률(%),rate,,,4.670597954,3.8,-9.45,43.92,5.517528042
,P6000306003O0,P6000306003,ROA(당기순이익)(%),rate,,,3.801816155,2.9,-7.51,34.96,4.289106863
,P6000306005O0,P6000306005,ROA(총포괄이익)(%),rate,,,3.716414896,2.83,-11.22,33.85,4.211926032
,P6000305012O0,P6000305012,총포괄이익률(%),rate,,,4.602779963,3.59,-13.69,42.53,5.490418322
,P6000101001O0,P6000101001,유동비율(%),rate,,,153.3517401,142.54,0,1005.94,55.31936524
,BKBB032,BB032,신용위험_가계_증감,rate,,Y,-2.688463953,-2.3,-12.5,3.336667,5.902632963
,P6000304002O0,P6000304002,계속사업이익률(%),rate,,,4.308877524,3.45,-9.18,37.95,5.170749648
,P6000304001O0,P6000304001,세전계속사업이익률(%),rate,,,6.030713349,4.95,-8.85,50.41,6.380809332
M054,6000902003D3,6000902003,유동부채/총자산(천원),rate,,,0.319389187,0.29774603,0,2.163989935,0.180317082
,EN1144013J,1144013J,원자재_두바이원유_증감(%),rate,,,-9.223135499,-8.478116396,-47.12655602,28.38491296,24.90403197
M110,ETFXJPY,FXJPY,주요국환율증감_일본(%),rate,,Y,-4.594600135,-8.412796369,-19.46613226,6.66659808,9.683638711
,EN1144011J,1144011J,원자재_나프타_증감(%),rate,,,-8.761203147,-6.900610052,-42.72244387,24.24068195,22.30501749
M029,6000701032D1,6000701032,EBITDA/총자산(천원),rate,,,0.060189419,0.064081795,-1.17533396,0.564043427,0.09045184
,P6000103007O0,P6000103007,총자산/총자본(%),rate,,,201.5959336,183.4,109.9,1154.57,68.42286013
M110,ETFXEUR,FXEUR,주요국환율증감_유럽(%),rate,,Y,-1.889319407,-1.009738155,-8.222432807,2.824340164,3.840822838
,P6000103004O0,P6000103004,유보율(%),rate,,,1577.42276,921.87,0.02,13696.65,2210.734334
,6000401006O0,6000401006,총자산회전율(3년평균)(회),rate,,,0.935061631,0.85,0,5.71,0.514142505
M031,6000904001D6,6000904001,매출액/총자산(천원),rate,,,0.898624924,0.81577858,0,5.304574942,0.512774039
,I41B0D1008O0,I41B0D1008,"수익률평균 (D,1Yr)(%)",rate,,,0.018818516,0,-0.29,0.35,0.091185087
,S41B0M3006O0,S41B0M3006,"R-Square (M,3Yr)",rate,,,0.114589221,0.0836,0,0.7898,0.109234927
,S41B0M3007O0,S41B0M3007,"t-value (M,3Yr)",rate,,,1.817648833,1.74,-2.94,11.3,1.329482622
,P6000303001O0,P6000303001,영업이익률(%),rate,,,7.016677157,5.71,-6.52,45.1,5.683916808
,P6000403001O0,P6000403001,총자본회전율(회),rate,,,1.710932337,1.57,0.27,8.51,0.750666709
M006,6000902001D1,6000902001,총부채/총자산(천원),rate,,,0.430187333,0.425546471,0.015261669,2.215302052,0.215473466
,6000111001O0,6000111001,타인자본비율(%),rate,,,43.01875295,42.555,1.53,221.53,21.54733427
M068,6000401001O0,6000401001,총자산회전율(회),rate,,,0.915419617,0.83,0,4.86,0.521063125
,S41B0M3005O0,S41B0M3005,"베타 (M,3Yr)",rate,,,0.903916703,0.87286,-2.81784,5.32266,0.695458844
,P6000403002O0,P6000403002,자본금회전율(회),rate,,,27.61003016,16.55,0.65,184.34,29.95210106
,P6000701060O0,P6000701060,PBR(배),rate,,,1.518035667,1.18,0.37,8.14,1.030263728
M060,S430000600D3,S430000600,시가총액변동성/평균,rate,,,0.232917646,0.18944103,0,1.277255958,0.172881649
,S41B0M5006O0,S41B0M5006,"R-Square (M,5Yr)",rate,,,0.124881196,0.10045,0,0.7059,0.105066348
,I41B0D1009O0,I41B0D1009,"변동성 (D,1Yr)",rate,,,0.220376685,0.21,0.09686,0.82406,0.054720211
,BKBB022,BB022,신용위험_중소기업_증감,rate,,Y,-2.902341988,-3.13,-6.67,1.67,3.352552385
,S41B0M5007O0,S41B0M5007,"t-value (M,5Yr)",rate,,,2.567979281,2.47,-2.54,11.8,1.534011365
,P6000105003O0,P6000105003,현금흐름/총자산(%),rate,,,7.693613952,6.41,-5.66,38.65,5.850881394
M077,S41B0D1009O0,S41B0D1009,"변동성 (D,1Yr)",rate,,,0.437801857,0.40741,0,1.65713,0.176908682
,S410002450O0,S410002450,변동성 (52주),rate,,,0.027993142,0.0259,0,0.1057,0.011530385
,S41B0D1007O0,S41B0D1007,"t-value (D,1Yr)",rate,,,4.5332599,4.325,-4.39,19.01,2.5040489
,I41B0M3009O0,I41B0M3009,"변동성 (M,3Yr)",rate,,,0.210210509,0.20208,0.12329,0.66577,0.045876865
,EN1073011J,1073011J,기준금리_증감,rate,,Y,-0.237542617,-0.25,-0.5,0.25,0.281328791
,S41B0M3009O0,S41B0M3009,"변동성 (M,3Yr)",rate,,,0.430984553,0.40163,0.0449,1.59686,0.173357407
,P6000306001O0,P6000306001,ROA(영업이익)(%),rate,,,5.620444532,4.72,-4.96,26.93,4.34885601
,P6000307007O0,P6000307007,자기자본현금흐름률(%),rate,,,15.22262916,13.64,-22.4,67.91,10.12777811
,BK102Y0132,102Y0132,경제활동별GDP_증감(%),rate,,,2.946511052,2.864281322,-6.539183883,10.55492904,1.128714433
,P6000402001O0,P6000402001,총부채회전율(회),rate,,,1.893255966,1.87,0.17,6.36,0.673252831
,S41B0M5005O0,S41B0M5005,"베타 (M,5Yr)",rate,,,0.927534165,0.905865,-1.70378,3.72,0.549392913
,P6000401001O0,P6000401001,총자산회전율(회),rate,,,0.846372935,0.81,0.15,2.6,0.249977674
M062,CO10100170O0,CO10100170,최대주주등-주식등 총지분율(Q)(%),rate,,,40.94707448,40.535,0,136.31,16.66840802
,P6000104008O0,P6000104008,차입부채조달금리(평균)(%),rate,,,3.704468922,3.58,0,10.07,0.962604492
,S41B0M5009O0,S41B0M5009,"변동성 (M,5Yr)",rate,,,0.44844356,0.426815,0.05781,1.34161,0.159849529
,P6000301001O0,P6000301001,매출총이익률(%),rate,,,26.80755573,20.5,-0.57,100,16.79081238
,P6000307001O0,P6000307001,ROE(영업이익)(%),rate,,,10.19146866,9.19,-19.32,38.69,6.784669917
,I41B0M3007O0,I41B0M3007,"t-value (M,3Yr)",rate,,,3.0722738,2.84,-0.73,10.43,1.784772866
,S41B0D1005O0,S41B0D1005,"베타 (D,1Yr)",rate,,,0.790504295,0.77135,-1.19063,2.52404,0.419009762
,P6000102009O0,P6000102009,차입금의존도(%),rate,,,23.39763965,22.4,0.88,65.22,9.347792762
,BK007Y0202,007Y0202,산업별대출금_증감(%),rate,,,3.827302928,5.035897899,-29.42591509,18.49986161,4.1465216
,P6000101011O0,P6000101011,재고자산구성비율(%),rate,,,9.344061107,9.41,0,27.88,4.47846841
,6000103006O0,6000103006,유보액/총자산(%),rate,,,48.98868022,48.76,0.01,143.18,22.71257063
,I41B0M3004O0,I41B0M3004,"알파 (M,3Yr)",rate,,,0.00037412,-0.00058,-0.04409,0.03188,0.010441722
,P6000105009O0,P6000105009,현금및현금성자산구성비율(%),rate,,,7.794391555,7.41,1.12,20.06,2.952386297
,B0102Y0461D1,B0102Y0461,경제활동별디플레이터,rate,,,100.4706501,97.904,89.731,167.355,7.816685495
,BK102Y0461,102Y0461,경제활동별디플레이터,rate,,,100.4706501,97.904,89.731,167.355,7.816685495
M108,BKMKBOK082,MKBOK082,채무불이행위험프리미엄_증감,rate,,Y,-0.176004458,-0.22,-0.223,-0.026,0.075070221
M116,EN1075011J,1075011J,어음부도업체수_증감(%),rate,,Y,-16.45775701,-15.98401598,-22.91666667,-10.99099099,4.097129413
M116,EN1182011J,1182011J,부도법인수_증감(%),rate,,,-14.81626702,-15.96091205,-20.78651685,-9.237875289,3.837670876
,P6000101022O0,P6000101022,유형자산구성비율(%),rate,,,32.91548256,33.69,0.66,83.03,12.71502315
,I310001200O0,I310001200,외국인보유비중(%),rate,,,20.85192077,18.31228338,0.877996005,58.75767516,11.25514988
,I41B0M3006O0,I41B0M3006,"R-Square (M,3Yr)",rate,,,0.221110215,0.1917,0,0.7617,0.168681138
M027,6000901002D1,6000901002,운전자본/총자산,rate,,,0.176302091,0.172382211,-1.672074847,0.948165989,0.250820866
,P6000101008O0,P6000101008,유동자산구성비율(%),rate,,,44.09361789,43.77,0,79.69,10.34556658
,I41B0M3005O0,I41B0M3005,"베타 (M,3Yr)",rate,,,0.879909854,0.82078,-0.13573,2.15267,0.394343919
M108,BKMKBOK081,MKBOK081,채무불이행위험프리미엄,rate,,Y,-6.420238919,-6.366,-6.809,-6.117,0.267258468
,P6000101021O0,P6000101021,비유동자산구성비율(%),rate,,,55.16476134,56.23,0,89.92,10.26180198
,P6000103001O0,P6000103001,자기자본비율(%),rate,,,53.07598479,54.53,8.66,90.99,11.85006928
,P6000103006O0,P6000103006,유보액/총자산(%),rate,,,45.22925348,46.42,0.01,86.8,13.27935542
,I41B0D1007O0,I41B0D1007,"t-value (D,1Yr)",rate,,,9.014125361,8.86,-0.45,19.2,3.412537109
,EN01184011,1184011,중소제조업생산지수,rate,,Y,106.5463152,106.3,105.1,108.6,1.181872071
,EN01184012,1184012,중소제조업재고지수,rate,,Y,115.8657488,114.1,112.5,121.9,3.608456963
,B000014003D1,B000014003,GDP디플레이터,rate,,Y,105.674321,105.198,102.269,109.486,2.741486398
,BK00014003,14003,GDP디플레이터,rate,,Y,105.674321,105.198,102.269,109.486,2.741486398
,BKE20001,E20001,경제심리지수,rate,,Y,96.00761777,96.709492,92.141497,98.833238,2.319437264
,I41B0M3008O0,I41B0M3008,"수익률평균 (M,3Yr)(%)",rate,,,0.249975085,0.13,-4.18,3.33,1.030271143
,EN02716011,2716011,노동생산성지수,rate,,Y,103.9652242,103.6,100,106.6,2.406240724
M107,BKMKBOK101,MKBOK101,신용스프레드,rate,,Y,5.980788093,5.942,5.698,6.26,0.201891142
,EN01059011,1059011,BSI지수,rate,,Y,90.84133228,89,86,96,4.13206475
M080,6000901002D3,6000901002,유동자산/총자산,rate,,,0.495691278,0.495235496,0,0.994644102,0.17994916
,I310001200D1,I310001200,MKF2000외인비중,rate,,Y,30.961281,31.20224523,28.13653776,32.49925944,1.530273973
,P6000911035O0,P6000911035,베타(-),rate,,,0.907930763,0.92,-0.05,1.74,0.309030053
M081,6000901013D1,6000901013,비유동자산/총자산,rate,,,0.501876895,0.503483401,0,0.983193722,0.17955099
,I41B0D1005O0,I41B0D1005,"베타 (D,1Yr)",rate,,,0.910076911,0.91864,-0.07196,1.71012,0.310102173
M109,ETIVOL,IVOL,내재변동성(91평균),rate,,Y,12.56612457,11.88791209,11.18131868,14.61868132,1.329825583
,EN01094011,1094011,고정이하여신,rate,,,25.04256491,24.7,21,30,2.95263251
,I41B0D1006O0,I41B0D1006,"R-Square (D,1Yr)",rate,,,0.250961264,0.2422,0.0008,0.6006,0.130277412
,EN01063011,1063011,실업자,rate,,Y,95.48966693,97.6,80.8,102.3,7.584467835
,BKBB021,BB021,신용위험_중소기업,rate,,,25.4012877,25,20,31.25,3.624732891
,BK00014002,14002,GDP_증감(%),rate,,Y,4.57322657,4.588991797,3.613712095,5.427531926,0.611670439
,BKBB031,BB031,신용위험_가계,rate,,Y,17.16305716,16.666667,13.33,21.88,2.876390842
M105,BKMKBOK071,MKBOK071,장단기금리차,rate,,,0.504126147,0.467,0.372,0.712,0.112657862
,BKAI1BC1,AI1BC1,근원인플레이션율,rate,,Y,1.741903626,1.60008,1.399549,2.64519,0.45488666
,BK00018002,18002,GNI_증감(%),rate,,Y,3.941789635,3.719066937,2.927912233,5.500973353,0.886059107
M107,BKMKBOK102,MKBOK102,신용스프레드_증감,rate,,Y,0.153358773,0.141,0.116,0.208,0.033175203
,EN01073011,1073011,기준금리,rate,,Y,1.729805927,1.5,1.25,2.5,0.439514925
,6000103001O0,6000103001,자기자본비율(%),rate,,,57.41901568,57.59,0.12,98.47,20.56251873
M049,6000903001D2,6000903001,총자본/총자산(천원),rate,,,0.569812667,0.574453529,-1.215302052,0.984738331,0.215473466
M083,6000902003D2,6000902003,유동부채/총부채(천원),rate,,,0.751890896,0.78977652,0,1,0.185263346
,BKBB011,BB011,신용위험_대기업,rate,,Y,15.9538867,15.63,10,23.33,4.779384712
,BK10000002,10000002,가계신용_증감(%),rate,,Y,8.609037422,8.068492041,5.732150681,11.58903995,2.296961329
,EN01060011,1060011,소비자물가지수_증감,rate,,Y,1.251612903,1.3,0.7,1.9,0.407979221
,3001111005O0,3001111005,자기자본/총투하자본(%),rate,,,75.64986031,78.82,0,100.01,21.88547613
,EN1094012J,1094012J,총여신_증감(%),rate,,Y,4.965965226,4.121853031,2.481389578,8.067425083,2.087947989
,EN01219011,1219011,건설투자동향_증감,rate,,,6.320036716,6.6,1.1,10.3,2.997318025
,BK00014004,14004,국내총생산디플레이터_증감,rate,,Y,1.570793076,1.874,0.477,2.414,0.770426221
,EN2703011J,2703011J,국채발행금액_증감(%),rate,,Y,8.279740346,9.685230024,0.652528548,12.47706422,4.224214336
,EN1067011J,1067011J,외환보유액_증감(%),rate,,Y,3.541678084,4.904338453,0.842391304,5.963302752,2.106608087
M079,S410005000D1,S410005000,주가변환,rate,,Y,7.729748754,6.116,0.085,15,5.318749256
,EN1182012J,1182012J,신설법인수_증감(%),rate,,Y,5.807676681,2.54564457,1.903940023,12.07161193,4.478221051
,EN1063011J,1063011J,실업자_증감(%),rate,,,4.487419332,3.381147541,-2.179176755,16.21287129,6.086483134
,EN2703012J,2703012J,회사채발행금액_증감(%),rate,,Y,2.712709314,1.123595506,-0.373134328,9.836065574,3.727795287
,EN1174011J,1174011J,기업결합금액_증감(%),rate,,Y,31.45079089,27.30024213,-14.18463612,81.59771755,34.1092814
,BKMKBOK052,MKBOK052,주택인허가실적_증감(%),rate,,Y,23.20215795,20.59419077,-12.28135321,66.70057456,28.67483816
M124,S410001300D1,S410001300,시장대비외인비율,rate,,,-23.61107627,-27.91189506,-32.49925944,58.53065474,11.92381999
,I31000190FD1,I31000190F,MKF2000수익률(12개월),rate,,Y,6.130750066,3.87,-5.27,24.21,10.17057758
M106,BKMKBOK111,MKBOK111,금리스프레드변화율,rate,,,0.074925728,0.0403,-0.1,0.2959,0.126075059
M106,BKMKBOK112,MKBOK112,금리스프레드변화율_증감,rate,,,0.074925728,0.0403,-0.1,0.2959,0.126075059
M127,S410001300D2,S410001300,산업대비외인비율,rate,,,-13.50171604,-13.12924139,-53.10243049,67.34556276,15.35461942
,EN1184011J,1184011J,중소제조업생산지수_증감,rate,,Y,0.813165486,1,-1.3,2.5,1.314461823
,EN1184012J,1184012J,중소제조업재고지수_증감,rate,,Y,2.65103593,3.2,-4.8,9,4.685867409
,BKMKBOK012,MKBOK012,수출총액(일본)_증감(%),rate,,Y,4.057883756,-1.854899775,-9.4271059,22.12154263,12.12425581
,BKMKBOK062,MKBOK062,이자율기간구조_증감,rate,,,0.109512982,0.101,-0.442,0.549,0.322460818
,S41B0D1005D1,S41B0D1005,산업대비베타차이,rate,,,-0.119572616,-0.108195,-2.0784,1.82752,0.445967706
,EN1094011J,1094011J,고정이하여신_증감(%),rate,,Y,3.934928255,-6.201550388,-17.66666667,39.45945946,22.5209192
,6000305013O0,6000305013,EBITDA마진율(3년평균)(%),rate,,,6.277694729,7.45,-3307.07,136.15,62.14942095
,EN2703021J,2703021J,개인채권발행금액_증감(%),rate,,Y,7.949307039,12.65206813,-60.62311558,49.19142535,40.25285643
