main,key,origin_code,code_nm,type,size,gap_size,mean,median,min,max,stdev
,BKMKBOK032,MKBOK032,수출총액(미국)_증감(%),rate,,Y,1.948103942,0.215979105,-22.17119624,34.12012789,21.28817313
M105,BKMKBOK072,MKBOK072,장단기금리차_증감,rate,,Y,0.011703383,-0.076,-0.174,0.432,0.208232066
M117,EN1143011J,1143011J,원자재_열연_증감(%),rate,,Y,1.186002319,-3.113553114,-25.30779754,29.30056711,18.60340923
,S41B0D1005J1,S41B0D1005,"베타 (D,1Yr)_증감",rate,,,-0.033994481,-0.05075,-2.60213,2.21695,0.444217416
,6000307015O0,6000307015,"ROE(당기순이익,3년평균)(%)",rate,,,-1.683125739,4.64,-1813.02,169.71,41.12818834
,6000312006O0,6000312006,"ROE(지배주주순이익,3년평균)(%)",rate,,,-1.583905388,4.66,-1861.01,205.39,42.49282864
,6000303008O0,6000303008,영업이익률(3년평균)(%),rate,,,1.830910045,4.01,-3410.8,80.7,63.67565449
,EN1144012J,1144012J,원자재_에틸렌_증감(%),rate,,Y,0.294666776,7.060577424,-22.56425793,9.117827148,11.84948184
,6000312001O0,6000312001,ROE(당기순이익)(%),rate,,,-2.299938044,4.615,-1779.16,419.56,47.03063969
,S41B0D1004O0,S41B0D1004,"알파 (D,1Yr)",rate,,,-5.22725E-05,-0.00008,-0.01227,0.0116,0.00172785
,6000401001J1,6000401001,총자산회전율(회)_증감,rate,,,-0.0209861,-0.02,-3.31,3.51,0.23399135
M075,S41000210FD1,S41000210F,시장대비초과수익률,rate,,,-0.00425628,-0.010188364,-1.325312454,1.297377089,0.192210269
,6000402001J1,6000402001,총부채회전율(회)_증감,rate,,,-0.038266457,0,-42.51,11.61,1.082459044
,6000901073J1,6000901073,신주인수권부사채(천원)_증감,rate,,,-3.233171015,0,-100,1115.416115,23.55119239
,6000304009O0,6000304009,당기순이익률(3년평균)(%),rate,,,-1.970272751,2.61,-3198.7,857.87,65.37860818
,I31000170FO0,I31000170F,수익률 (3개월)(%),rate,,,-0.257499344,-0.49,-28.15,129.27,11.49499852
,6000105001J1,6000105001,현금흐름/총부채(%)_증감,rate,,,-1.198111723,-0.26,-795.92,636.33,43.77949583
,6000111001J1,6000111001,타인자본비율(%)_증감,rate,,,-0.281464726,-0.44,-144.82,158.2,10.37505713
,I41B0D1004O0,I41B0D1004,"알파 (D,1Yr)",rate,,,-0.000155127,-0.008,-0.263,0.331,0.084865923
M125,S41000210FD2,S41000210F,산업대비초과수익률,rate,,,-0.000985447,-0.004077046,-1.350004123,1.206812321,0.190733624
,6000901072J1,6000901072,전환사채(천원)_증감,rate,,,-4.558853744,0,-24568.92,4240.416887,289.2681562
,6000105003J1,6000105003,현금흐름/총자산(%)_증감,rate,,,-0.327769473,-0.27,-269.21,288.95,14.34097299
,6000306003J1,6000306003,ROA(당기순이익)(%)_증감,rate,,,-0.299840021,-0.28,-271.18,289.58,14.58905981
M093,6000906001D6,6000906001,영업이익/매출액(천원),rate,,,0.00185077,0.040206531,-48.04229249,0.821021082,0.781538529
,6000303001O0,6000303001,영업이익률(%),rate,,,0.173090742,4.02,-4804.23,82.1,78.138032
,6000601018J1,6000601018,수정EBITDAPS(원)_증감,rate,,,-50.26502054,-3.048851547,-114010,52921.42857,2017.977027
,6000303005O0,6000303005,*조정영업이익률(%),rate,,,0.159535799,4.03,-4804.23,82.1,78.14397759
,6000304003O0,6000304003,당기순이익률(%),rate,,,-2.995853659,2.68,-4552.8,3923.34,105.6016492
M086,6000908001D5,6000908001,당기순이익/매출액(천원),rate,,,-0.029874443,0.026811143,-45.52802734,39.23338117,1.056182332
,6000403001J1,6000403001,총자본회전율(회)_증감,rate,,,-0.038663782,-0.04,-30.81,59.32,1.350388114
,6000105010J1,6000105010,현금흐름/총자본(%)_증감,rate,,,-1.163228429,-0.69,-1544.57,2197.04,53.86399122
,6000312001J1,6000312001,ROE(당기순이익)(%)_증감,rate,,,-1.145262261,-0.62,-1779.91,2342.45,57.52910921
,6000902012J1,6000902012,*순차입부채(천원)_증감,rate,,,-18.41996315,-1.440451283,-298132.2508,49710.68827,3536.39718
,6000307007J1,6000307007,자기자본현금흐름률(%)_증감,rate,,,-0.881797797,-0.645,-1544.57,2195.9,57.04651739
,6000904001DB,6000904001,산업대비매출액증가율,rate,,,-1.581616943,-2.211808327,-663.6214726,5596.617972,105.1007561
,6000303005J1,6000303005,*조정영업이익률(%)_증감,rate,,,-0.375111461,-0.15,-2806.92,1589.52,44.16166587
,6000304003J1,6000304003,당기순이익률(%)_증감,rate,,,-0.878040913,-0.19,-8227.92,3920.54,135.7939441
,6000303001J1,6000303001,영업이익률(%)_증감,rate,,,-0.362381327,-0.15,-2806.92,1589.52,44.14323144
,6000305009J1,6000305009,EBITDA마진율(%)_증감,rate,,,-0.41537241,-0.12,-2756.23,2460.5,58.80151124
,6000105004J1,6000105004,현금흐름/영업수익(%)_증감,rate,,,-0.944501705,-0.13,-8856.92,6576.3,163.6773805
,6000909001J1,6000909001,영업활동으로인한현금흐름(천원)_증감,rate,,,-29.12219333,-24.69022721,-231240.2517,213518.0748,4196.923484
,6000906001J1,6000906001,영업이익(천원)_증감,rate,,,-40.03250669,-7.950413876,-190325.267,291646.1388,4814.086344
,6000601024J1,6000601024,수정CFPS(원)_증감,rate,,,-20.02298527,-7.26036491,-403331.25,197517.2414,5965.222941
,6000909011J1,6000909011,현금흐름(천원)_증감,rate,,,-4.439240177,-5.380374923,-419124.5246,264070.9067,6634.927781
M024,FNMKFN01,MKFN01,제조업더미,더미,,,1,1,1,1,0
M025,FNMKFN02,MKFN02,건설업더미,더미,,,1,1,1,1,0
M058,6000901001D2,6000901001,자본잠식여부,더미,,,0.004851823,0,0,1,0.069485844
M057,6000908001D7,6000908001,더미2년간적자,더미,,,0.176370312,0,0,1,0.381134917
M021,TOPCOM0005D1,TOPCOM0005,재벌05,더미,,,0.025570417,0,0,1,0.157849836
M022,TOPCOM0630D1,TOPCOM0630,재벌0630,더미,,,0.059926567,0,0,1,0.23735074
M023,TOPCOM3160D1,TOPCOM3160,재벌3160,더미,,,0.044584317,0,0,1,0.20638933
,I310007200O0,I310007200,거래대금 (60일 평균)(원),amount,,,2.04157E+11,1.72369E+11,432550716,1.56895E+12,1.81995E+11
,I310007300O0,I310007300,거래대금 (120일 평균)(원),amount,,,2.02433E+11,1.78911E+11,529130945,1.02091E+12,1.58272E+11
,I310007400O0,I310007400,거래대금 (52주 평균)(원),amount,,,2.02403E+11,1.83407E+11,562229006,6.99543E+11,1.48971E+11
,3001701029O0,3001701029,EV(천원),amount,,,971550837.7,135351500,0,3.67087E+11,7549241910
,6000901001O0,6000901001,총자산(천원),amount,,,1659529198,168028955.6,4968363.53,3.01752E+11,10793433733
,6000904001O0,6000904001,매출액(천원),amount,,,1291247432,143313528.7,0,2.39575E+11,7799344779
,6000906072O0,6000906072,영업수익(천원),amount,,,1291476627,143313528.7,0,2.39575E+11,7799328028
,6000903016O0,6000903016,이익잉여금(천원),amount,,,522908509.8,45380700.06,-3820789000,2.15811E+11,5369138462
,6000903001O0,6000903001,총자본(천원),amount,,,762128282.7,91585602.28,-2666885000,2.14491E+11,5764418474
M009,6000901001D1,6000901001,총자산-총부채(천원),amount,,,762128282.7,91585602.28,-2666885000,2.14491E+11,5764418474
,6000904001D1,6000904001,매출액(천원)_평균3년,amount,,,1264266106,138393682.1,0,2.14032E+11,7563603411
,6000904089O0,6000904089,매출액(3년평균)(천원),amount,,,1264263917,138393682.1,0,2.14032E+11,7563603360
,6000992037O0,6000992037,영업수익(3년평균)(천원),amount,,,1264453151,138393682.1,0,2.14032E+11,7563586265
,6000903009O0,6000903009,*유보액(천원),amount,,,655664626.4,76352474.16,-2973593000,2.12544E+11,5579870827
,6000903046O0,6000903046,*유보액(3년평균)(천원),amount,,,610935394.9,72226679.91,-549027000,1.97748E+11,5095477670
,6000901013O0,6000901013,비유동자산(천원),amount,,,940284319.6,79032819.11,0,1.62647E+11,6269342669
,6000901002O0,6000901002,유동자산(천원),amount,,,605022340.5,81598560.89,0,1.46982E+11,4029028056
,6000902001O0,6000902001,총부채(천원),amount,,,897400914.8,65535195.38,644516.83,1.4423E+11,5956820148
,6000901005O0,6000901005,당좌자산(천원),amount,,,476437196.9,61590151.12,0,1.23076E+11,3322294634
,6000901045O0,6000901045,*단기유동성(천원),amount,,,218965479.4,23294920,0,88182313000,2096185674
,6000701032O0,6000701032,EBITDA(천원),amount,,,148444976.4,11024332.03,-2262643328,75762430000,1578645735
,6000902003O0,6000902003,유동부채(천원),amount,,,465096364.1,50900714.85,0,67175114000,2466188344
,I310008010O0,I310008010,공매도거래대금(원),amount,,,5715169321,4192419890,0,64998928380,6646808418
M016,6000909011O0,6000909011,현금흐름(천원),amount,,,119232882.3,8641647.715,-3717432000,63461961000,1364456940
,6000901019O0,6000901019,*총금융자산(천원),amount,,,184326723.2,13921405.36,0,62875147000,1710634245
,6000909001O0,6000909001,영업활동으로인한현금흐름(천원),amount,,,118351973.1,7596480.885,-1554754531,62162041000,1346525348
,6000902012O0,6000902012,*순차입부채(천원),amount,,,211831150.5,6463034.225,-72899927000,61612759000,2631418540
,6000701122O0,6000701122,EBITDA(3년평균)(천원),amount,,,137764113.7,10528012.67,-1173054732,57686788667,1397405372
,6000909101O0,6000909101,영업활동으로인한현금흐름(평균)(천원),amount,,,113923816.5,7848189.143,-1483137961,54773842500,1264352090
,6000906001O0,6000906001,영업이익(천원),amount,,,82958602.02,6073714.65,-3273993328,53645038000,1003158518
,6000901070O0,6000901070,사채(천원),amount,,,158783568.4,0,0,52244369000,1715387495
,6000901071O0,6000901071,일반사채(천원),amount,,,156403007.3,0,0,52244369000,1714599753
M010,6000908001O0,6000908001,당기순이익(천원),amount,,,56910400.94,3944141.745,-4069603000,42186747000,821191502.7
,6000906001D1,6000906001,영업이익(천원)_평균3년,amount,,,76261495.81,6040998.092,-1489123188,36433050667,851633498.2
,6000906041O0,6000906041,영업이익(3년평균)(천원),amount,,,76262307.92,6040998.092,-1489123188,36433050667,851633454.2
,6000901042O0,6000901042,건설중인자산(천원),amount,,,65962196.88,507799.5,0,35127128000,885240188.4
,6000904001D2,6000904001,매출액(천원)_변동성3년,amount,,,113029831.4,12752104.62,0,32820339574,807279691.5
,6000901042D1,6000901042,건설중인자산(천원)_평균3년,amount,,,63479003.12,1126055.63,0,31572335333,838283926.3
,1001113580O0,1001113580,매출채권(천원),amount,,,112086721.4,19360096.5,0,28196797000,704408064.4
,6000908001D1,6000908001,당기순이익(천원)_평균3년,amount,,,52113953.75,3793729.658,-2065553333,27990994333,705409244.3
,6000908023O0,6000908023,당기순이익(3년평균)(천원),amount,,,52113221.19,3791438.803,-2065553333,27990994333,705409261.6
,1001113580D1,1001113580,매출채권(천원)_평균3년,amount,,,114031014.2,20432612.95,2057,24144142000,667540088.4
,6000901015O0,6000901015,관계기업등지분관련투자자산(천원),amount,,,103353133.3,313262.185,0,18070121000,835010601.8
,6000901015D1,6000901015,관계기업등지분관련투자자산(천원)_평균3년,amount,,,96666592.4,616267.4783,0,17410800667,767217086.7
M044,6000906001D2,6000906001,영업이익(천원)_변동성3년,amount,,,26109382.57,3253879.153,7127.756376,12225320400,231789930.8
M087,6000908001D2,6000908001,당기순이익(천원)_변동성3년,amount,,,32543171.67,4086490.233,31951.16697,10148869855,221745792.4
,6000705001O0,6000705001,"배당금(보통주,현금+주식)(천원)",amount,,,10122537.28,569209,0,5115665571,100006035.4
,I310000700O0,I310000700,상장주식수(주),amount,,,1593314950,1522376436,10080029,4492092615,990065985
,P6000803316O0,P6000803316,상장주식수(합산)(주),amount,,,1590500560,1523027456,10080029,4484711358,988140319.6
,1001113580D2,1001113580,매출채권(천원)_변동성3년,amount,,,13150199.21,2590922.763,0,3167924094,71406332.1
M051,6000901001D3,6000901001,총자산/GDP디플레이터,amount,,,15707156.38,1591996,48230.45179,2756079225,101932891
,6000909038O0,6000909038,장단기금융자산의감소(증가)(천원),amount,,,-15346427.02,-82653.655,-19197873000,2656865000,324301665.8
,6000906020O0,6000906020,이자비용(비영업)(천원),amount,,,13451642.96,1065303,-103567,2381900000,78587181.79
,6000906020D1,6000906020,이자비용(비영업)(천원)_평균3년,amount,,,14008685.4,1140132.372,-26127.66667,2359284000,80767082.1
M098,6000906020D5,6000906020,순금융비용(천원),amount,,,8936900.007,576107,-1240421000,2199739000,72195465.86
,6000906009O0,6000906009,이자수익(비영업)(천원),amount,,,4514742.955,420434.7,0,1833361000,45632926.28
,I310001100D1,I310001100,MKF2000시가총액(백만원),amount,,,1444192908,1388416055,1249762263,1819624334,213701926.2
,6000906009D1,6000906009,이자수익(비영업)(천원)_평균3년,amount,,,4629209.737,468177,0,1699612000,42751843.55
,6000991010O0,6000991010,투자부동산(천원),amount,,,23118831.56,74502.86,0,1582211000,93386953.84
,6000901073O0,6000901073,신주인수권부사채(천원),amount,,,610475.1232,0,0,1160662000,14056905.43
,S41000100FO0,S41000100F,상장주식수(주),amount,,,30461767.51,16464183,380000,839089231,49875573.7
,6000901072O0,6000901072,전환사채(천원),amount,,,1492127.002,0,-1223446,498935000,12171725.94
,CI20113025O0,CI20113025,순매수대금(외국인계)(52주합산)(만원),amount,,,311021.8866,-155,-621362398,409065651,13590122.98
,6000906009D2,6000906009,이자수익(비영업)(천원)_변동성3년,amount,,,853227.4118,113278.3206,0,403361823,7266249.901
,S430000600O0,S430000600,시가총액(백만원),amount,,,812273.1141,109713,3314,367086675,7327483.41
,6000906020D2,6000906020,이자비용(비영업)(천원)_변동성3년,amount,,,1957536.555,249032.1399,0,366056251.2,10510952.34
,I310000800O0,I310000800,시가총액 (상장예정주식수 포함)(백만원),amount,,,36572315.93,24680642,271495,340051183,45759191.87
,6000901074O0,6000901074,교환사채(천원),amount,,,277958.9923,0,0,292796102,7078382.364
,S410001500O0,S410001500,외국인보유시가총액(백만원),amount,,,245609.8773,2539,0,173491348,3315501.129
,CI20083025O0,CI20083025,순매수대금(개인)(52주합산)(만원),amount,,,-272872.3634,14121,-310084131,169856591,9994698.42
,I310006600O0,I310006600,거래량 (120일 평균)(주),amount,,,23779259.98,21706072,9289,129427306,18163625.11
,I310009940O0,I310009940,대차거래 잔고(주),amount,,,41940701.77,38663273,33556,126586818,28137157.62
,I310006500O0,I310006500,거래량 (60일 평균)(주),amount,,,24326605.84,20765258,7881,124561217,19128712.28
,I310006700O0,I310006700,거래량 (52주 평균)(주),amount,,,24321612.63,21627443,8957,96284025,16672628.14
,S41000660FO0,S41000660F,거래량 (52주 평균)(주),amount,,,456252.1532,146154.5,0,56068509,1344979.742
,P6000909020O0,P6000909020,장단기금융부채의증가(억원),amount,,,101631.277,54370.90849,0.05,21959024.39,445985.5742
,P6000909023O0,P6000909023,장단기금융부채의감소(억원),amount,,,99924.53427,51889.61394,0,21916426.66,443526.6796
,6000601032O0,6000601032,수정SPS(원),amount,,,48275.44354,8186.11,0,18340218.91,270210.788
,BKMKBOK021,MKBOK021,수출-수입액(중국),amount,,,4225963.443,4199220,3477421,5232717,585545.5102
,P6000805001O0,P6000805001,시가총액(억원),amount,,,377422.0302,248443.55,2714.95,3781948.95,504441.9864
,P6000901001O0,P6000901001,총자산(억원),amount,,,625867.2519,388516.1401,2299.548086,3642092.735,641288.3605
,P6000902001O0,P6000902001,총부채(억원),amount,,,297724.3366,151426.3584,797.6026088,3242296.555,303566.6051
,6000601036O0,6000601036,수정BPS(원),amount,,,23892.00116,5387.92,-3598019.79,3231404.69,118550.2393
,P6000911004O0,P6000911004,*총금융부채(억원),amount,,,150026.6111,83734.99633,102.2230947,2896476.436,160920.4832
,S410005700O0,S410005700,수정주가 (52주 최고)(원),amount,,,33303.79386,8682,115,2746900,107563.8485
,P6000904001O0,P6000904001,매출액(억원),amount,,,533107.2675,287194.8134,1611.406112,2559580.124,554991.291
,BKAAAA1K1,AAAA1K1,M2(평잔),amount,,,2250366.982,2244580.2,1929463,2523048.8,213912.0276
,BKMKBOK031,MKBOK031,수출-수입액(미국),amount,,,1953340.735,2060007.25,1556050,2473895,339861.5255
,P6000903001O0,P6000903001,총자본(억원),amount,,,328142.9153,198730.1915,1427.060976,2242275.086,387394.7207
,S410005600O0,S410005600,수정주가 (120일 평균)(원),amount,,,25710.09717,6350,95,2232318,85814.17513
,P6000903016O0,P6000903016,이익잉여금(억원),amount,,,233504.3459,96976.33899,-44064.74112,2213938.963,365768.2983
,S410005300O0,S410005300,수정주가 (60일 평균)(원),amount,,,25330.73984,6194.5,88,2193562,84268.07321
,P6000903003O0,P6000903003,지배주주지분(억원),amount,,,300813.512,177220.0023,1427.060976,2163230.485,368318.2262
,S410005000O0,S410005000,수정주가 (20일 평균)(원),amount,,,25134.60726,6116,85,2153618,83456.17581
,S410005900O0,S410005900,수정주가 (52주 평균)(원),amount,,,25496.04904,6344.5,97,2127047,84755.5657
,P6000805013O0,P6000805013,외국인시가총액(합산)(억원),amount,,,119560.5102,45468.8375,25.2226396,2055786.162,266387.7719
,BKMKBOK051,MKBOK051,주택인허가실적,amount,,,1450890.5,1547285,978339,1763918,303973.8996
,I310009930O0,I310009930,대차거래 잔고증감(주),amount,,,-368330.2259,-142285,-4428018,1733505,634887.8949
,P6000901013O0,P6000901013,비유동자산(억원),amount,,,347688.0183,227280.3285,0,1683204.654,348782.8382
,P6000991040O0,P6000991040,*총차입부채(억원),amount,,,146376.2838,82969.13968,83.1345847,1654842.47,151678.8228
,P6000901017O0,P6000901017,유형자산(억원),amount,,,221869.7573,124986.7614,1059.16107,1562220.381,248904.682
,P6000901002O0,P6000901002,유동자산(억원),amount,,,266066.5692,157821.4333,0,1539202.037,287113.2928
,S410005800O0,S410005800,수정주가 (52주 최저)(원),amount,,,19462.47036,4674,81,1457763,67455.87166
,BK10000001,10000001,가계신용,amount,,,1229477.732,1203099.158,1019040.5,1450848.468,160388.0844
,P6000901005O0,P6000901005,당좌자산(억원),amount,,,205801.9948,117811.3357,0,1275070.04,232938.3627
,P6000901045O0,P6000901045,*총유동성(억원),amount,,,92610.92413,52357.05963,0,905434.1146,137962.417
,P6000902011O0,P6000902011,비유동부채(억원),amount,,,100657.8629,52075.72457,0,897198.779,109340.3087
,I310008000O0,I310008000,공매도거래량(주),amount,,,196233.3568,146631,0,840700,164730.4932
,P6000701032O0,P6000701032,EBITDA(억원),amount,,,65213.82626,23839.37798,-34504.83329,769379.8586,105972.3919
,P6000902003O0,P6000902003,유동부채(억원),amount,,,186331.2771,98109.21705,0,720084.8202,178426.8485
,P6000601035O0,P6000601035,BPS(원),amount,,,70439.57853,49423.67,4007.16,651237.45,86450.79838
,P6000993009O0,P6000993009,현금흐름(연율화)(억원),amount,,,52734.48229,18087.7784,-31994.20781,642336.0812,91031.23857
,P6000902012O0,P6000902012,*순차입부채(억원),amount,,,53125.65953,33217.80643,-728300.478,636121.5338,161676.0749
,P6000902014O0,P6000902014,장기금융부채(억원),amount,,,71198.11586,34038.14486,0,585419.4429,83850.56887
,P6000991042O0,P6000991042,*장기차입부채(억원),amount,,,69984.50892,33440.24568,0,582542.5603,82810.81218
,P6000901010O0,P6000901010,단기금융자산(억원),amount,,,48554.31008,23637.39886,0,569391.5169,89824.63148
,P6000906001O0,P6000906001,영업이익(억원),amount,,,38235.19974,14361.03149,-53072.95523,540604.7678,69346.08415
,P6000992013O0,P6000992013,당기순이익(연율화)(억원),amount,,,26828.89685,8153.188083,-51979.88822,422384.7954,56197.78432
,P6000992012O0,P6000992012,지배주주순이익(연율화)(억원),amount,,,25755.85577,7418.411012,-50562.32976,413560.9904,55016.07335
,BK00018001,18001,GNI,amount,,,379703.5515,381475.8,348619.7,406180.2,21031.70174
,BK00014001,14001,GDP,amount,,,371623.2031,371401.5,350009.5,391681.4,14830.69782
,P6000992016O0,P6000992016,총포괄이익(연율화)(억원),amount,,,25714.89332,8702.970675,-54938.69243,366051.3411,52730.14858
,6000601018O0,6000601018,수정EBITDAPS(원),amount,,,2234.118976,645.495,-6442260.35,363657.48,77165.47743
,BK007Y0201,007Y0201,산업별대출금,amount,,,222353.2236,308190.4,1085.5,337520.4,133247.0519
,P6000901030O0,P6000901030,현금및현금성자산(억원),amount,,,44093.13226,26028.83108,180.38226,336042.5976,51760.63826
,P6000902010O0,P6000902010,단기금융부채(억원),amount,,,77578.15181,40193.65554,0,304071.4223,76240.57955
,P6000901006O0,P6000901006,매출채권(억원),amount,,,79255.7345,51215.74823,0,295639.3452,75776.65909
,6000601024O0,6000601024,수정CFPS(원),amount,,,-611.9862012,517,-11801196.83,271691.28,150385.7326
,P6000901012O0,P6000901012,재고자산(억원),amount,,,60127.57013,38428.21037,0,268864.9245,63409.12706
,BK102Y0131,102Y0131,경제활동별GDP,amount,,,130615.6001,108901.9,547.4,207322.5,48834.51032
,P6000901024O0,P6000901024,무형자산(억원),amount,,,32753.57618,21689.48839,21.59158,185707.5116,36378.07239
M066,6000601003O0,6000601003,수정EPS(원),amount,,,-2379.083778,212.785,-12004832.78,156145.48,154028.9488
,I310020732O0,I310020732,순매수대금(기타법인)(백만원),amount,,,1227.058878,-18,-8122,126322,10911.32668
,P6000601002O0,P6000601002,EPS(원),amount,,,5506.527447,3062.31,-9958.92,117322.02,12809.73572
,EN01182012,1182012,신설법인수,amount,,,90150.6491,93768,75574,98330,8351.386164
,P6000909024O0,P6000909024,자본의감소(억원),amount,,,2563.982044,414.3040932,0,83901.83881,10552.91453
,BKI410A1,I410A1,전국미분양주택,amount,,,55410.86835,57330,40379,61512,7597.920691
,P6000611001O0,P6000611001,배당금(현금+주식)(억원),amount,,,4414.634678,1863.32608,0,59090.52882,7514.196504
,I310020032O0,I310020032,순매수대금(기관계)(백만원),amount,,,-1459.280094,-159,-84343,52327,15550.77007
,P6000705001O0,P6000705001,"배당금(보통주,현금+주식)(억원)",amount,,,4187.781107,1813.56646,0,51978.859,6716.192141
,I310021132O0,I310021132,순매수대금(외국인계)(백만원),amount,,,4.239968529,307,-63121,48466,10117.40047
,I310020932O0,I310020932,순매수대금(등록외국인)(백만원),amount,,,-39.79124049,315,-63318,48455,10160.22373
,I310021232O0,I310021232,순매수대금(기관/외국인계)(백만원),amount,,,-1455.04983,-22.5,-106531,36899,16343.65771
,6000612005O0,6000612005,"수정DPS(보통주,현금+주식)(원)",amount,,,281.5293889,39.84,0,33000,1057.763108
,I31000400FO0,I31000400F,종가지수 (52주 최고)(포인트),amount,,,3554.905435,2726.07,3.79,30003.18,4097.150493
,I31000370FO0,I31000370F,종가지수 (120일 최고)(포인트),amount,,,3439.381572,2463.435,3.58,29408.9,3979.65902
,I31000340FO0,I31000340F,종가지수 (60일 최고)(포인트),amount,,,3293.828029,2275.51,2.9,29408.9,3789.438749
,P6000909021O0,P6000909021,자본의증가(억원),amount,,,3300.6834,2337.204003,0,28104.23903,3460.165374
,I31000360FO0,I31000360F,종가지수 (60일 평균)(포인트),amount,,,3059.477392,2130.81,2.77,27161.16,3476.363857
,I310020332O0,I310020332,순매수대금(투신)(백만원),amount,,,833.8589038,498,-14358,25143,3987.629803
,I31000390FO0,I31000390F,종가지수 (120일 평균)(포인트),amount,,,3059.811515,2149.24,2.99,24767.26,3442.180265
,I31000420FO0,I31000420F,종가지수 (52주 평균)(포인트),amount,,,3014.582362,2231.39,3.12,23144.17,3359.43879
,I31000350FO0,I31000350F,종가지수 (60일 최저)(포인트),amount,,,2824.317109,1955.35,2.61,22807.88,3125.208098
,I31000380FO0,I31000380F,종가지수 (120일 최저)(포인트),amount,,,2696.262362,1955.35,2.61,21665.64,2953.063343
,I31000410FO0,I31000410F,종가지수 (52주 최저)(포인트),amount,,,2498.884933,1813.37,2.61,18587.05,2711.467817
,I310024132O0,I310024132,순매수대금(국가)(백만원),amount,,,453.4432206,112,-7381,18325,2367.270678
,I310023132O0,I310023132,순매수대금(사모펀드)(백만원),amount,,,-124.4335169,-10,-8914,11864,2678.577333
,I310020232O0,I310020232,순매수대금(보험)(백만원),amount,,,358.2546551,331,-30474,11279,3685.500878
,BKMKBOK011,MKBOK011,수출-수입액(일본),amount,,,-2117814.658,-2065904.75,-2522914.75,-1839302.75,239383.4895
