Date,Close_x,Open_x,High_x,Low_x,Volume_x,Change_x,Close_y,Open_y,High_y,Low_y,Volume_y,Change_y
2018-04-04,46920,48160,48260,46920,12310000.0,-0.024900000000000002,2408.06,2447.97,2447.97,2405.91,551700000.0,-0.0141
2018-04-05,48740,47400,49380,47340,13240000.0,0.0388,2437.52,2426.92,2446.78,2420.92,591040000.0,0.012199999999999999
2018-04-06,48400,48000,48580,47400,10950000.0,-0.006999999999999999,2429.58,2420.88,2433.97,2417.24,454310000.0,-0.0033
2018-04-09,49200,48260,49440,48200,9880000.0,0.0165,2444.08,2424.15,2446.28,2424.15,334420000.0,0.006
2018-04-10,48880,48540,49220,48040,10930000.0,-0.006500000000000001,2450.74,2439.94,2454.36,2419.55,356390000.0,0.0027
2018-04-11,48860,49900,49900,48600,10030000.0,-0.0004,2444.22,2456.53,2458.99,2441.2,355190000.0,-0.0027
2018-04-12,49000,49440,49440,48880,12450000.0,0.0029,2442.71,2450.95,2454.95,2441.58,441570000.0,-0.0006
2018-04-13,49800,49600,50180,49400,10260000.0,0.0163,2455.07,2449.42,2457.85,2442.35,395890000.0,0.0051
2018-04-16,50340,50320,50600,49860,7690000.0,0.0108,2457.49,2466.04,2466.16,2449.97,347170000.0,0.001
2018-04-17,49980,50240,50540,49820,7760000.0,-0.0072,2453.77,2459.39,2465.63,2449.08,394700000.0,-0.0015
2018-04-18,51360,51000,51360,50580,13440000.0,0.0276,2479.98,2467.55,2486.73,2467.55,647280000.0,0.010700000000000001
2018-04-19,52780,52000,52980,51540,17130000.0,0.0276,2486.1,2483.26,2490.57,2476.51,727030000.0,0.0025
2018-04-20,51620,51800,52260,51420,11650000.0,-0.022000000000000002,2476.33,2478.59,2485.15,2472.37,531720000.0,-0.0039000000000000003
2018-04-23,51900,51000,52080,51000,8850000.0,0.0054,2474.11,2473.7,2478.57,2466.57,701420000.0,-0.0009
2018-04-24,50460,51840,51860,50080,15700000.0,-0.0277,2464.14,2478.47,2479.32,2454.44,524280000.0,-0.004
2018-04-25,50400,49220,50500,49220,16550000.0,-0.0012,2448.81,2444.19,2453.54,2436.51,466100000.0,-0.0062
2018-04-26,52140,50420,52160,50400,17920000.0,0.0345,2475.64,2460.62,2484.09,2456.2,520919999.99999994,0.011000000000000001
2018-04-27,53000,53380,53640,52440,28280000.0,0.0165,2492.4,2497.75,2508.13,2484.19,464960000.0,0.0068000000000000005
2018-05-04,51900,53000,53900,51800,39420000.0,-0.0208,2461.38,2486.47,2487.77,2461.38,612020.0,-0.0104
2018-05-08,52600,52600,53200,51900,22960000.0,0.013500000000000002,2449.81,2468.45,2479.75,2444.08,714730.0,-0.004699999999999999
2018-05-09,50900,52600,52800,50900,15960000.0,-0.0323,2443.98,2450.71,2451.86,2428.79,593370.0,-0.0024
2018-05-10,51600,51700,51700,50600,13760000.0,0.0138,2464.16,2458.67,2464.72,2448.01,490000000.0,0.0083
2018-05-11,51300,52000,52200,51200,10140000.0,-0.0058,2477.71,2469.3,2483.85,2468.41,599900000.0,0.0055000000000000005
2018-05-14,50100,51000,51100,49900,14840000.0,-0.023399999999999997,2476.11,2482.97,2486.17,2471.91,650710000.0,-0.0006
2018-05-15,49200,50200,50400,49100,17010000.0,-0.018000000000000002,2458.54,2476.87,2480.22,2456.2,712620000.0,-0.0070999999999999995
2018-05-16,49850,49200,50200,49150,15240000.0,0.0132,2459.82,2446.64,2465.55,2444.67,691810000.0,0.0005
2018-05-17,49400,50300,50500,49400,10300000.0,-0.009000000000000001,2448.45,2468.72,2472.82,2448.43,596770000.0,-0.0046
2018-05-18,49500,49900,49900,49350,6640000.0,0.002,2460.65,2459.73,2461.95,2452.34,431380000.0,0.005
2018-05-21,50000,49650,50200,49100,8620000.0,0.0101,2465.57,2464.07,2472.3,2447.69,588090000.0,0.002
2018-05-23,51800,50600,52000,50400,17000000.0,0.036000000000000004,2471.91,2462.98,2476.86,2460.07,752680000.0,0.0026
2018-05-24,51400,52000,52000,51100,8180000.0,-0.0077,2466.01,2477.48,2481.31,2457.84,638120000.0,-0.0024
2018-05-25,52700,51000,52800,50800,15170000.0,0.0253,2460.8,2452.8,2466.57,2444.77,653590000.0,-0.0021
2018-05-28,52300,52500,53000,52000,9750000.0,-0.0076,2478.96,2465.0,2482.4,2463.14,708360000.0,0.0074
2018-05-29,51300,52200,52500,51300,8430000.0,-0.0191,2457.25,2476.7,2479.68,2457.18,571840000.0,-0.0088
2018-05-30,49500,51300,51500,49100,20200000.0,-0.0351,2409.03,2446.81,2449.88,2399.58,575920000.0,-0.0196
2018-05-31,50700,50400,50800,49850,35940000.0,0.0242,2423.01,2428.83,2430.15,2415.5,816930000.0,0.0058
2018-06-01,51300,50500,51700,49950,12440000.0,0.0118,2438.96,2419.63,2445.31,2418.11,603020000.0,0.0066
2018-06-04,51100,50800,51200,50700,9290000.0,-0.0039000000000000003,2447.76,2444.62,2452.67,2441.25,438930000.0,0.0036
2018-06-05,51300,51100,51400,50400,8860000.0,0.0039000000000000003,2453.76,2450.39,2455.78,2432.81,501360000.0,0.0025
2018-06-07,50600,51800,51800,50500,13170000.0,-0.013600000000000001,2470.58,2468.26,2478.67,2466.01,474150000.0,0.0069
2018-06-08,49650,50200,50400,49600,16579999.999999998,-0.018799999999999997,2451.58,2467.88,2468.27,2449.11,530159999.99999994,-0.0077
2018-06-11,49900,49750,50300,49350,10500000.0,0.005,2470.15,2454.25,2470.99,2448.0,427950000.0,0.0076
2018-06-12,49400,49700,49800,49250,11430000.0,-0.01,2468.83,2474.78,2479.56,2462.84,613170000.0,-0.0005
2018-06-14,48200,49000,49000,48200,19000000.0,-0.024300000000000002,2423.48,2450.86,2451.95,2422.37,533450000.00000006,-0.0184
2018-06-15,47650,48500,48700,47650,16840000.0,-0.011399999999999999,2404.04,2432.18,2433.51,2403.97,502360000.0,-0.008
2018-06-18,46600,47600,47650,46200,16620000.000000002,-0.022000000000000002,2376.24,2404.68,2405.56,2365.31,564820000.0,-0.0116
2018-06-19,47000,47200,47350,46500,15170000.0,0.0086,2340.11,2373.12,2379.49,2336.54,606300000.0,-0.0152
2018-06-20,47000,47450,47600,46850,11310000.0,0.0,2363.91,2350.24,2374.52,2345.22,456000000.0,0.0102
2018-06-21,47050,47900,47900,47050,9980000.0,0.0011,2337.83,2364.16,2370.58,2337.83,438260000.0,-0.011000000000000001
2018-06-22,47250,47000,47250,46200,10250000.0,0.0043,2357.22,2323.08,2357.4,2320.76,537260000.0,0.0083
2018-06-25,46650,47050,47050,46150,9520000.0,-0.0127,2357.88,2351.89,2361.39,2337.22,415080000.0,0.0003
2018-06-26,47000,45900,47300,45900,11140000.0,0.0075,2350.92,2334.75,2358.01,2326.61,470910000.0,-0.003
2018-06-27,47950,47450,48500,47000,15090000.0,0.0202,2342.03,2349.38,2358.71,2342.02,526620000.0,-0.0038
2018-06-28,46800,46850,47150,46600,12080000.0,-0.024,2314.24,2327.37,2335.35,2310.8,414370000.0,-0.011899999999999999
2018-06-29,46650,46250,47150,46200,13690000.0,-0.0032,2326.13,2325.68,2329.58,2296.39,396660000.0,0.0051
2018-07-02,45550,46500,47150,45500,12750000.0,-0.0236,2271.54,2322.23,2327.59,2271.53,393260000.0,-0.0235
2018-07-03,46150,45750,46450,45750,10430000.0,0.0132,2272.76,2285.88,2287.39,2252.36,366030000.0,0.0005
2018-07-04,46250,46700,47050,46050,8130000.000000001,0.0022,2265.46,2270.95,2280.81,2261.34,315100000.0,-0.0032
2018-07-05,45950,46100,46550,45600,6910000.0,-0.006500000000000001,2257.55,2264.74,2274.74,2243.9,346880000.0,-0.0034999999999999996
2018-07-06,44900,45500,45850,44650,17780000.0,-0.0229,2272.87,2261.44,2283.75,2247.35,344430000.0,0.0068000000000000005
2018-07-09,45600,45500,46100,45200,11590000.0,0.015600000000000001,2285.8,2276.92,2294.61,2267.25,352640000.0,0.005699999999999999
2018-07-10,46300,46200,46550,46100,9270000.0,0.0154,2294.16,2299.09,2305.84,2292.13,339920000.0,0.0037
2018-07-11,46000,46400,46450,45400,10820000.0,-0.006500000000000001,2280.62,2277.22,2287.08,2262.77,422990000.0,-0.0059
2018-07-12,45500,45900,46250,45450,11780000.0,-0.0109,2285.06,2285.93,2298.56,2277.73,364410000.0,0.0019
2018-07-13,46500,45800,46500,45750,10960000.0,0.022000000000000002,2310.9,2293.07,2313.8,2293.07,291560000.0,0.0113
2018-07-16,46050,46800,46800,46000,7540000.0,-0.0097,2301.99,2312.26,2317.84,2299.79,297120000.0,-0.0039000000000000003
2018-07-17,45850,46150,46200,45600,8760000.0,-0.0043,2297.92,2302.95,2306.07,2290.24,379030000.0,-0.0018
2018-07-18,46550,46700,47200,46450,10880000.0,0.015300000000000001,2290.11,2313.78,2319.39,2287.1,402770000.0,-0.0034000000000000002
2018-07-19,46900,47050,47200,46600,9700000.0,0.0075,2282.29,2298.91,2300.18,2278.94,464520000.0,-0.0034000000000000002
2018-07-20,47450,47000,47600,46700,10230000.0,0.011699999999999999,2289.19,2281.36,2293.34,2269.55,353240000.0,0.003
2018-07-23,46500,47100,47200,46150,10810000.0,-0.02,2269.31,2289.61,2289.61,2264.42,334290000.0,-0.0087
2018-07-24,46150,46350,46600,45950,7920000.0,-0.0075,2280.2,2273.15,2284.43,2263.13,436130000.0,0.0048
2018-07-25,46150,46250,46550,45900,7210000.0,0.0,2273.03,2284.38,2292.61,2269.67,309320000.0,-0.0031
2018-07-26,46900,46100,47000,46000,7340000.0,0.0163,2289.06,2284.51,2297.16,2276.54,303330000.0,0.0070999999999999995
2018-07-27,46900,46450,47000,46450,4750000.0,0.0,2294.99,2292.33,2295.27,2284.44,262140000.0,0.0026
2018-07-30,46500,46550,46800,46350,5520000.0,-0.0085,2293.51,2290.18,2296.91,2283.29,206500000.0,-0.0006
2018-07-31,46250,46200,46450,46000,7590000.0,-0.0054,2295.26,2292.23,2296.6,2286.02,223930000.0,0.0008
2018-08-01,46550,46050,46850,46050,7090000.0,0.006500000000000001,2307.07,2301.17,2312.65,2301.13,219030000.0,0.0051
2018-08-02,45550,46550,46800,45500,7930000.0,-0.0215,2270.2,2304.14,2306.72,2265.46,352060000.0,-0.016
2018-08-03,45750,45850,45900,45450,7440000.0,0.0044,2287.68,2278.33,2288.93,2272.94,270490000.0,0.0077
2018-08-06,45800,46150,46150,45750,6700000.0,0.0011,2286.5,2288.51,2300.38,2283.26,244550000.0,-0.0005
2018-08-07,46700,46300,46750,45900,9020000.0,0.0197,2300.16,2290.85,2301.27,2279.55,230340000.0,0.006
2018-08-08,46800,47000,47000,46550,6370000.0,0.0021,2301.45,2305.73,2308.6,2298.41,299690000.0,0.0006
2018-08-09,46900,47000,47050,46450,11400000.0,0.0021,2303.71,2303.04,2303.71,2291.91,244880000.0,0.001
2018-08-10,45400,46150,46400,44850,16530000.000000002,-0.032,2282.79,2295.21,2295.62,2277.89,286160000.0,-0.0091
2018-08-13,45050,44950,45100,44650,9780000.0,-0.0077,2248.45,2266.43,2271.82,2238.55,335380000.0,-0.015
2018-08-14,45150,44850,45400,44850,6370000.0,0.0022,2258.91,2249.86,2262.52,2247.37,255220000.0,0.004699999999999999
2018-08-16,44250,43800,44650,43700,10070000.0,-0.0199,2240.8,2233.05,2244.08,2218.09,312520000.0,-0.008
2018-08-17,44100,44050,44400,44050,6540000.0,-0.0034000000000000002,2247.05,2244.61,2250.92,2240.14,238380000.0,0.0028000000000000004
2018-08-20,43850,43500,44200,43500,7200000.0,-0.005699999999999999,2247.88,2257.35,2264.42,2245.06,271600000.0,0.0004
2018-08-21,44800,43700,44900,43700,9470000.0,0.0217,2270.06,2248.04,2272.86,2244.59,294340000.0,0.009899999999999999
2018-08-22,46100,45150,46200,44900,11630000.0,0.028999999999999998,2273.33,2273.68,2280.31,2268.91,269270000.0,0.0014000000000000002
2018-08-23,46200,46150,46200,45700,6600000.0,0.0022,2282.6,2282.57,2282.88,2268.06,338390000.0,0.0040999999999999995
2018-08-24,46150,45900,46400,45550,6440000.0,-0.0011,2293.21,2276.16,2295.22,2271.35,347290000.0,0.0046
2018-08-27,46300,46100,46550,46000,5110000.0,0.0033,2299.3,2297.32,2302.87,2289.41,307040000.0,0.0027
2018-08-28,46550,46800,46950,46300,7230000.0,0.0054,2303.12,2312.14,2314.6,2299.45,276890000.0,0.0017000000000000001
2018-08-29,46800,46750,46800,46400,5500000.0,0.0054,2309.03,2304.66,2309.88,2300.21,268209999.99999997,0.0026
2018-08-30,47650,46950,47950,46700,12160000.0,0.0182,2307.35,2313.11,2320.85,2305.46,286930000.0,-0.0007000000000000001
2018-08-31,48450,47100,48450,47000,13510000.0,0.0168,2322.88,2298.13,2322.88,2295.72,255910000.0,0.0067
2018-09-03,47450,48200,48300,47300,7910000.0,-0.0206,2307.03,2317.93,2318.72,2302.17,230510000.0,-0.0068000000000000005
2018-09-04,47650,47550,47800,47200,6610000.0,0.0042,2315.72,2308.96,2317.74,2302.17,277010000.0,0.0038
2018-09-05,46600,47300,47450,46400,9100000.0,-0.022000000000000002,2291.77,2310.9,2315.43,2288.01,358190000.0,-0.0103
2018-09-06,46100,46200,46400,45800,8570000.0,-0.010700000000000001,2287.61,2288.8,2298.47,2284.5,387510000.0,-0.0018
2018-09-07,44900,44500,45200,44400,17730000.0,-0.026000000000000002,2281.58,2278.08,2286.82,2264.9,357560000.0,-0.0026
2018-09-10,45500,45450,45550,45000,7870000.0,0.0134,2288.66,2277.35,2289.38,2276.6,312610000.0,0.0031
2018-09-11,45050,45550,45900,45050,7810000.0,-0.009899999999999999,2283.2,2286.91,2295.76,2275.13,368210000.0,-0.0024
2018-09-12,44550,44900,45100,44500,11170000.0,-0.0111,2282.92,2286.28,2289.66,2271.0,336830000.0,-0.0001
2018-09-13,44050,44550,44750,44000,17930000.0,-0.011200000000000002,2286.23,2285.28,2291.51,2281.63,301310000.0,0.0014000000000000002
2018-09-14,45850,45000,45850,44900,12030000.0,0.0409,2318.25,2304.7,2318.65,2304.15,292240000.0,0.013999999999999999
2018-09-17,45150,45550,45800,44900,8100000.0,-0.015300000000000001,2303.01,2314.55,2314.55,2295.26,343170000.0,-0.0066
2018-09-18,45500,44950,45900,44700,8970000.0,0.0078000000000000005,2308.98,2287.73,2310.97,2287.42,309240000.0,0.0026
2018-09-19,46150,46000,46200,45700,9260000.0,0.0143,2308.46,2319.22,2319.22,2301.79,350950000.0,-0.0002
2018-09-20,47250,46850,47600,46400,13400000.0,0.023799999999999998,2323.45,2314.41,2334.04,2311.56,289080000.0,0.006500000000000001
2018-09-21,47400,46550,47550,46550,14390000.0,0.0032,2339.17,2332.04,2339.17,2325.12,321700000.0,0.0068000000000000005
2018-09-27,47500,46950,47500,46450,15260000.0,0.0021,2355.43,2331.7,2355.43,2331.7,279230000.0,0.006999999999999999
2018-09-28,46450,47250,47250,46300,10810000.0,-0.022099999999999998,2343.07,2356.13,2356.62,2337.47,317870000.0,-0.0052
2018-10-01,46400,46600,46700,45800,5760000.0,-0.0011,2339.33,2349.64,2352.11,2333.32,265660.0,-0.0016
